WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,TENURE_START_DATE,TENURE_END_DATE,SANCTION_DATE,FILE_STATUS,ATTACH_ID,Total_Amt
Normal/Others,"WS/MP106/2024-2025/134437-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,1,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Sitting MP,Shri Vivek K. Tankha (2022-28),"Gram panchayat Gadar Pipariya Janpad Panchayat Shahpura-Bhitoni ke gram Gadar Pipariya me Main road se Bhairo Mandir ki aor CC Road sah Nali nirman kary, Vidhansabha Bargi, District Jabalpur",02-Aug-2024,1,545,Physical Inspection,LN/MP106/2024-2025/247,600000.0,4350,Sitting Rajya Sabha,134437,"Jun 30, 2022 12:00:00 AM","Jun 29, 2028 11:59:59 PM",26-Sep-2024,,,
Normal/Others,"WS/MP108/2024-2025/134438-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,1,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Sitting MP,Dr. Anil Sukhdeorao Bonde (2022-28),"Construction of road with  drainage system at Ward no. 15, Tiwsa Nagar Parishad from Somani Automobile to Sh. Dhurve House",07-Aug-2024,1,545,Work Completed,LN/MP108/2024-2025/16,1599000.0,4351,Sitting Rajya Sabha,134438,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",20-Sep-2024,,,
Normal/Others,"WS/MP108/2024-2025/134439-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Maharashtra,1,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Sitting MP,Dr. Anil Sukhdeorao Bonde (2022-28),Purchase of 16 tricycles (manual or motorized),07-Aug-2024,1,545,Work Completed,LN/MP108/2024-2025/17,2300000.0,4352,Sitting Rajya Sabha,134439,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",18-Sep-2024,True,1302814,
Normal/Others,WS/MP134/2024-2025/134460-Construction of community centers and community halls,Odisha,1,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),Sitting MP,Shri Ashwini Vaishnaw (2024-30),Construction of Multipurpose Community Hall ,31-Jul-2024,1,545,Sanction,LN/MP134/2024-2025/39,1500000.0,4353,Sitting Rajya Sabha,134460,"Apr 4, 2024 12:00:00 AM","Apr 3, 2030 11:59:59 PM",14-Feb-2025,,,
Normal/Others,WS/MP18300/2024-2025/134480-Construction of common work sheds/ common covered sitting area,Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Dr. Bhim Singh (2024-30), Construction work of 20 feet × 15 feet covered community chaupal.,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/1,526439.0,4354,Sitting Rajya Sabha,134480,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",04-Jan-2025,,,
Normal/Others,WS/MP18300/2024-2025/134482-Construction of common work sheds/ common covered sitting area,Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet × 15 feet covered community chaupal.,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/1,529451.0,4355,Sitting Rajya Sabha,134482,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",16-Dec-2024,True,1525468,
Normal/Others,WS/MP18300/2024-2025/134483-Construction of common work sheds/ common covered sitting area,Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Dr. Bhim Singh (2024-30), Construction work of 20 feet × 15 feet covered  community chaupal.,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/1,527755.0,4356,Sitting Rajya Sabha,134483,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",17-Jan-2025,,,
Normal/Others,"WS/MP850/2024-2025/134498-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,1,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Sitting MP,Shri Naresh Bansal (2020-26),"gram saur kr motor road se gadaka tok tak cc road evam nali nirman.
IA (karyadai sanstatha) block mori",01-Aug-2024,1,545,Physical Inspection,LN/MP850/2024-2025/35,798000.0,4357,Sitting Rajya Sabha,134498,"Nov 26, 2020 12:00:00 AM","Nov 25, 2026 11:59:59 PM",21-Oct-2024,,,
Normal/Others,"WS/MP850/2024-2025/134499-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Uttarakhand,1,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Sitting MP,Shri Naresh Bansal (2020-26),"GRAM SAUR KE MOTOR ROAD SE GADKA TOK TAK RETARING WALL KA NIRMAN.
IA KARYADAI SANSTATHA BLOCK MORI",01-Aug-2024,1,545,Physical Inspection,LN/MP850/2024-2025/35,701000.0,4358,Sitting Rajya Sabha,134499,"Nov 26, 2020 12:00:00 AM","Nov 25, 2026 11:59:59 PM",21-Oct-2024,True,1047386,
Normal/Others,WS/MP102/2025-2026/134502-Purchase of vans and buses for educational institutions,Kerala,1,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Sitting MP,Smt. Jebi Mather Hisham (2022-28),"Purchase of School Bus - Nethaji Higher Secondary School, Pramadom Grama Panchayath",01-Aug-2024,1,545,Work Completed,LN/MP102/2024-2025/1,2000000.0,4359,Sitting Rajya Sabha,134502,"Apr 3, 2022 12:00:00 AM","Apr 4, 2028 11:59:59 PM",15-Sep-2025,,,
Normal/Others,WS/MP18300/2024-2025/134540-Construction of common work sheds/ common covered sitting area,Bihar,1,NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered Community Chaupal,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/2,442475.0,4360,Sitting Rajya Sabha,134540,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",22-Oct-2024,,,
Normal/Others,"WS/MP084/2025-2026/134553-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,1,KODAGU(Deputy Commsioner Kodagu_ida),Sitting MP,Shri Jaggesh (2022-28),"Road Concreting Work (C.C Road), Cherangala Village, Bhagamandal Gram Panchayat, Madikeri Taluk, Kodagu District, Karnataka.",01-Aug-2024,1,545,Work partially Completed,LN/MP084/2024-2025/40,1000000.0,4361,Sitting Rajya Sabha,134553,"Jul 1, 2022 12:00:00 AM","Jun 30, 2028 11:59:59 PM",16-Dec-2025,,,
Normal/Others,WS/MP204/2024-2025/134578-Construction of community centers and community halls,Uttarakhand,1,"PITHORAGARH(NRLM , pithoragarh)",Sitting MP,Dr. Kalpana Saini (2022-28),"Construction of Dharamshala in Nandigarh area near Government Hospital in village Barabe, Block Munakot, District Pithoragarh",02-Aug-2024,1,545,Work partially Completed,LN/MP204/2024-2025/19,2000000.0,4362,Sitting Rajya Sabha,134578,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",23-Aug-2024,,,
Normal/Others,"WS/MP145/2024-2025/134579-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,1,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),Sitting MP,Shri Ghanshyam Tiwari (2022-28),SAGARMAL GURJAR KE GHAR SE PRAMESHWAR GURJAR KE GHAR KI TARF CC BLOCK KHARANJA NIRMAN KARY MAY SURAKSHA DIWAR KARY,02-Aug-2024,1,545,Physical Inspection,LN/MP145/2024-2025/20,1423422.0,4363,Sitting Rajya Sabha,134579,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",05-Dec-2024,,,
Normal/Others,WS/MP095/2024-2025/134580-Lighting of public spaces,Kerala,1,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Sitting MP,Shri A. A. Rahim (2022-28),"Minimast Light at Chekkadi Junction,Poovar ",24-Oct-2024,1,545,Sanction,LN/MP095/2024-2025/5,260000.0,4364,Sitting Rajya Sabha,134580,"Apr 3, 2022 12:00:00 AM","Apr 2, 2028 11:59:59 PM",02-Nov-2024,,,
Normal/Others,WS/MP095/2024-2025/134581-Lighting of public spaces,Kerala,1,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Sitting MP,Shri A. A. Rahim (2022-28),Minimast Light at Thycadu Junction,24-Oct-2024,1,545,Sanction,LN/MP095/2024-2025/5,260000.0,4365,Sitting Rajya Sabha,134581,"Apr 3, 2022 12:00:00 AM","Apr 2, 2028 11:59:59 PM",02-Nov-2024,,,
Normal/Others,"WS/MP095/2024-2025/134582-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,1,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Sitting MP,Shri A. A. Rahim (2022-28),"Road at Valumpara to Chava,Pullampara",24-Oct-2024,1,545,Physical Inspection,LN/MP095/2024-2025/5,1624809.0,4366,Sitting Rajya Sabha,134582,"Apr 3, 2022 12:00:00 AM","Apr 2, 2028 11:59:59 PM",29-Oct-2024,,,
Normal/Others,"WS/MP095/2024-2025/134583-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,1,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Sitting MP,Shri A. A. Rahim (2022-28),Road at Kuzhavilakkoanam SC Colony,24-Oct-2024,1,545,Sanction,LN/MP095/2024-2025/5,2530000.0,4367,Sitting Rajya Sabha,134583,"Apr 3, 2022 12:00:00 AM","Apr 2, 2028 11:59:59 PM",06-Nov-2024,,,
Normal/Others,WS/MP095/2024-2025/134586-Construction of buildings for crèches and anganwadies,Kerala,1,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Sitting MP,Shri A. A. Rahim (2022-28),"Smart Anganwadi in Tottinkara ,Melemakam",24-Oct-2024,1,545,Work Completed,LN/MP095/2024-2025/5,1500000.0,4368,Sitting Rajya Sabha,134586,"Apr 3, 2022 12:00:00 AM","Apr 2, 2028 11:59:59 PM",06-Nov-2024,True,1788169,
Normal/Others,WS/MP095/2024-2025/134587-Purchase of vans and buses for educational institutions,Kerala,1,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Sitting MP,Shri A. A. Rahim (2022-28),"Ashadeepam Buds School,Malayinkeezhu",24-Oct-2024,1,545,Physical Inspection,LN/MP095/2024-2025/5,1817600.0,4369,Sitting Rajya Sabha,134587,"Apr 3, 2022 12:00:00 AM","Apr 2, 2028 11:59:59 PM",02-Nov-2024,True,872199,
Normal/Others,WS/MP234/2024-2025/134594-Development of playfields and sports grounds,Punjab,1,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Sitting MP,Shri Raghav Chadha (2022-28),Fencing and Benches,05-Aug-2024,1,545,Physical Inspection,LN/MP234/2024-2025/14,764000.0,4370,Sitting Rajya Sabha,134594,"Apr 10, 2022 12:00:00 AM","Apr 9, 2028 11:59:59 PM",20-Sep-2024,,,
Trust and Society,WS/MP18365/2025-2026/134609-Construction of rooms and halls in school and colleges,Chandigarh,1,LEH LADAKH(DEPUTY COMMISSIONER LEH_IDA),Nominated Rajya Sabha,Shri Satnam Singh Sandhu (2024-30),"Residential School: Building of additional classrooms, labs, sports facilities, upkeeping of auditorium & recruitment of staff for a Higher Senior Secondary School within MIMC’s campus. Health: Improvement in infrastructure & recruitment of medical & para-medical staff for a hospital operated by MIMC. Old Age Home: Addition to infrastructure, building of toilets & heating arrangements at MIMC’s old age home. Other Activities: Funding for cultural, spiritual and environmental projects carried out",03-Aug-2024,1,546,Physical Inspection,LN/MP18365/2024-2025/1,1000000.0,4371,Nominated Rajya Sabha,134609,"Jan 30, 2024 12:00:00 AM","Jan 29, 2030 11:59:59 PM",11-Sep-2025,,,
Normal/Others,WS/MP18300/2024-2025/134634-Construction of common work sheds/ common covered sitting area,Bihar,1,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet× 15 feet covered  Community Chaupal,05-Aug-2024,1,545,Vendor Identification,LN/MP18300/2024-2025/3,529800.0,4372,Sitting Rajya Sabha,134634,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",18-Dec-2024,,,
Normal/Others,WS/MP18300/2024-2025/134635-Construction of common work sheds/ common covered sitting area,Bihar,1,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet× 15 feet covered Community Chaupal,05-Aug-2024,1,545,Vendor Identification,LN/MP18300/2024-2025/3,529800.0,4373,Sitting Rajya Sabha,134635,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",18-Dec-2024,,,
Normal/Others,WS/MP18300/2024-2025/134637-Construction of common work sheds/ common covered sitting area,Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered  Community Chaupal,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/4,520774.0,4374,Sitting Rajya Sabha,134637,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",04-Jan-2025,,,
Normal/Others,WS/MP18300/2025-2026/134639-Installing hand pumps,Bihar,1,NAWADA(District Planning Officer NAWADA_IDA),Sitting MP,Dr. Bhim Singh (2024-30), Installing hand pump,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/5,98600.0,4375,Sitting Rajya Sabha,134639,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",26-Aug-2025,,,
Normal/Others,WS/MP18300/2025-2026/134641-Construction of common work sheds/ common covered sitting area,Bihar,1,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered Community Chaupal,05-Aug-2024,1,545,Work partially Completed,LN/MP18300/2024-2025/7,530000.0,4376,Sitting Rajya Sabha,134641,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",12-Jul-2025,,,
Normal/Others,WS/MP18300/2025-2026/134642-Construction of common work sheds/ common covered sitting area,Bihar,1,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered  Community Chaupal,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/7,516349.0,4377,Sitting Rajya Sabha,134642,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",25-Jun-2025,,,
Normal/Others,WS/MP18300/2025-2026/134643-Construction of common work sheds/ common covered sitting area,Bihar,1,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered Community Chaupal,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/7,522430.0,4378,Sitting Rajya Sabha,134643,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",12-Jul-2025,True,2007911,
Normal/Others,WS/MP18300/2025-2026/134650-Construction of common work sheds/ common covered sitting area,Bihar,1,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),Sitting MP,Dr. Bhim Singh (2024-30),"Construction work of 20 feet x 15 feet covered Community Chaupal
Rural",05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/10,530000.0,4379,Sitting Rajya Sabha,134650,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",17-May-2025,,,
Normal/Others,WS/MP18300/2025-2026/134654-Construction of common work sheds/ common covered sitting area,Bihar,1,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Sitting MP,Dr. Bhim Singh (2024-30),"Construction work of 20 feet x 15 feet covered Community Chaupal
Rural",05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/13,519536.0,4380,Sitting Rajya Sabha,134654,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",11-Jul-2025,,,
Normal/Others,WS/MP18300/2024-2025/134656-Construction of common work sheds/ common covered sitting area,Bihar,1,ARWAL(District Planning Officer Arwal_IDA),Sitting MP,Dr. Bhim Singh (2024-30),"Construction work of 20 feet x 15 feet covered Community Chaupal
Rural",05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/14,508791.0,4381,Sitting Rajya Sabha,134656,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",20-Nov-2024,True,1340927,
Normal/Others,WS/MP18300/2025-2026/134657-Construction of common work sheds/ common covered sitting area,Bihar,1,ARWAL(District Planning Officer Arwal_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered Community Chaupal Rural,05-Aug-2024,1,545,Physical Inspection,LN/MP18300/2024-2025/14,522080.0,4382,Sitting Rajya Sabha,134657,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",28-Apr-2025,True,1854595,
Normal/Others,WS/MP18300/2024-2025/134659-Construction of common work sheds/ common covered sitting area,Bihar,1,KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA),Sitting MP,Dr. Bhim Singh (2024-30),"Construction work of 20 feet x 15 feet covered  Community Chaupal
Rural",05-Aug-2024,1,545,Vendor Identification,LN/MP18300/2024-2025/15,530000.0,4383,Sitting Rajya Sabha,134659,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",05-Mar-2025,,,
Normal/Others,WS/MP18300/2025-2026/134662-Construction of common work sheds/ common covered sitting area,Bihar,1,JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered  Community Chaupal,05-Aug-2024,1,545,Sanction,LN/MP18300/2024-2025/16,530000.0,4384,Sitting Rajya Sabha,134662,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",26-Dec-2025,,,
Normal/Others,WS/MP18300/2024-2025/134663-Construction of common work sheds/ common covered sitting area,Bihar,1,JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered Community Chaupal,05-Aug-2024,1,545,Work partially Completed,LN/MP18300/2024-2025/16,530000.0,4385,Sitting Rajya Sabha,134663,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",19-Mar-2025,,,
Normal/Others,WS/MP18300/2024-2025/134664-Construction of common work sheds/ common covered sitting area,Bihar,1,JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA),Sitting MP,Dr. Bhim Singh (2024-30),Construction work of 20 feet x 15 feet covered  Community Chaupal,05-Aug-2024,1,545,Work partially Completed,LN/MP18300/2024-2025/16,530000.0,4386,Sitting Rajya Sabha,134664,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",19-Mar-2025,,,
Normal/Others,WS/MP840/2024-2025/134669-Construction of rooms and halls in school and colleges,Andhra Pradesh,1,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Nominated Rajya Sabha,Shri V. Vijayendra Prasad (2022-28),"Construction of new classrooms ,science laboratories, washrooms and a computer lab",04-Aug-2024,1,546,Physical Inspection,LN/MP840/2024-2025/11,2496408.0,4387,Nominated Rajya Sabha,134669,"Jul 7, 2022 12:00:00 AM","Jul 6, 2028 11:59:59 PM",28-Nov-2024,True,1990169,
Trust and Society,WS/MP849/2024-2025/134690-Construction of rooms and halls in school and colleges,Uttar Pradesh,1,UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA),Sitting MP,Smt. Geeta alias Chandraprabha (2020-26),Construction work in the college according to the recommended work listed in the attachment.,16-Aug-2024,1,545,Vendor Identification,LN/MP849/2024-2025/116,2500000.0,4388,Sitting Rajya Sabha,134690,"Nov 26, 2020 12:00:00 AM","Nov 25, 2026 11:59:59 PM",09-Sep-2024,,,
Normal/Others,WS/MP139/2026-2027/134712-Purchase of vans and buses for educational institutions,Puducherry,1,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Sitting MP,Shri S. Selvaganabathy (2021-27),"Ashok Leyland Type II Non Deluxe Bus (NDX) with passenger carrying capacity of 57 seater.   
Make: Ashok Leyland
For the use of students of Pondicherry University.
",05-Aug-2024,1,545,Work partially Completed,LN/MP139/2024-2025/20,4028000.0,4389,Sitting Rajya Sabha,134712,"Oct 7, 2021 12:00:00 AM","Oct 6, 2027 11:59:59 PM",23-Jun-2026,,,
Normal/Others,"WS/MP139/2024-2025/134713-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,1,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Sitting MP,Shri S. Selvaganabathy (2021-27),"Providing cement concrete road to the main road of Isravel nagar at Gorimedu in Indira nagar Constituency, Puducherry.  ",05-Aug-2024,1,545,Physical Inspection,LN/MP139/2024-2025/20,2833040.0,4390,Sitting Rajya Sabha,134713,"Oct 7, 2021 12:00:00 AM","Oct 6, 2027 11:59:59 PM",06-Jan-2025,True,1881205,
Normal/Others,"WS/MP139/2025-2026/134714-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,1,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Sitting MP,Shri S. Selvaganabathy (2021-27),"Providing cement concrete road to the cross roads of vannidasan street, Seliamedu in Embalam Constituency, Puducherry.",05-Aug-2024,1,545,Vendor Identification,LN/MP139/2024-2025/20,1079000.0,4391,Sitting Rajya Sabha,134714,"Oct 7, 2021 12:00:00 AM","Oct 6, 2027 11:59:59 PM",29-Jul-2025,,,
Normal/Others,"WS/MP18334/2024-2025/134821-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,1,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Sitting MP,Shri Meda Raghunadha Reddy (2024-30),Providing CC Road from Isukapalli main road to Pratap Achari House at Siddulapalli Village of Tallapaka GP Rajampeta Mandal,06-Aug-2024,1,545,Physical Inspection,LN/MP18334/2024-2025/3,448992.0,4392,Sitting Rajya Sabha,134821,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",12-Sep-2024,True,1070145,
Normal/Others,"WS/MP18334/2024-2025/134822-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,1,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Sitting MP,Shri Meda Raghunadha Reddy (2024-30),Providing CC Road from Pratap Achari House to Balaraju Naveena House at Siddulapalli Village Tallapaka GP Rajampeta Mandal,06-Aug-2024,1,545,Physical Inspection,LN/MP18334/2024-2025/3,449814.0,4393,Sitting Rajya Sabha,134822,"Apr 3, 2024 12:00:00 AM","Apr 2, 2030 11:59:59 PM",12-Sep-2024,True,1069879,
Normal/Others,WS/MP189/2024-2025/134840-Construction of rooms and halls in school and colleges,Uttar Pradesh,1,Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2),Sitting MP,Shri Kapil Sibal (2022-28),"Construction of 4 Rooms at Late Fandish Rai Shikshan Sansthan, Uska Khurd, Khalilabad",07-Aug-2024,1,545,Physical Inspection,LN/MP189/2024-2025/49,2000000.0,4394,Sitting Rajya Sabha,134840,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",27-Sep-2024,True,1268150,
Normal/Others,"WS/MP850/2024-2025/134855-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Uttarakhand,1,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Sitting MP,Shri Naresh Bansal (2020-26),"gram saur mein gadaka tok mein suraksha deewar ka nirman.
iakaryadai sanstatha block mori",07-Aug-2024,1,545,Physical Inspection,LN/MP850/2024-2025/36,1000000.0,4395,Sitting Rajya Sabha,134855,"Nov 26, 2020 12:00:00 AM","Nov 25, 2026 11:59:59 PM",21-Oct-2024,True,954577,
Normal/Others,"WS/MP112/2024-2025/134933-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,1,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Sitting MP,Shri Dhananjay Bhimrao Mahadik (2022-28),"Bhuye, Tal.Karvir. Construction of Road",07-Aug-2024,1,545,Physical Inspection,LN/MP112/2024-2025/9,1500000.0,4396,Sitting Rajya Sabha,134933,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",04-Oct-2024,True,756689,
Normal/Others,WS/MP196/2025-2026/135002-Construction of rooms and halls in school and colleges,Uttar Pradesh,1,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Sitting MP,Shri Brij Lal (2020-26),Construction of rooms and halls in school and colleges,07-Aug-2024,1,545,Sanction,LN/MP196/2024-2025/54,2975000.0,4397,Sitting Rajya Sabha,135002,"Nov 26, 2020 12:00:00 AM","Nov 25, 2026 11:59:59 PM",12-Dec-2025,,,
Normal/Others,WS/MP188/2024-2025/135162-Development of playground,Uttar Pradesh,1,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Sitting MP,Shri Jayant Chaudhary (2022-28),This amount is being released for the construction and development of the playground,08-Aug-2024,1,545,Work partially Completed,LN/MP188/2024-2025/16,1499000.0,4398,Sitting Rajya Sabha,135162,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",27-Dec-2024,,,
Normal/Others,WS/MP188/2024-2025/135167-Development of playground,Uttar Pradesh,1,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Sitting MP,Shri Jayant Chaudhary (2022-28),This amount is being released towards wall construction and other development work of the playground ,08-Aug-2024,1,545,Work partially Completed,LN/MP188/2024-2025/17,1000000.0,4399,Sitting Rajya Sabha,135167,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",27-Dec-2024,,,
Normal/Others,"WS/MP108/2024-2025/135224-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Maharashtra,1,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Sitting MP,Dr. Anil Sukhdeorao Bonde (2022-28),To provide Karma wheelchair to Miss.Prajakta Thorat aged 13 yrs. affected by Cerebral Palsy disease..,09-Aug-2024,1,545,Physical Inspection,LN/MP108/2024-2025/18,51480.0,4400,Sitting Rajya Sabha,135224,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",18-Sep-2024,,,
Normal/Others,WS/MP108/2024-2025/135225-Construction of rooms and halls in school and colleges,Maharashtra,1,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Sitting MP,Dr. Anil Sukhdeorao Bonde (2022-28),"Construction of hall in late. Yadavraoji Keche Adiwasi ashram shala, Nara, Tq Karanja Dist. wardha ",09-Aug-2024,1,545,Work Completed,LN/MP108/2024-2025/19,2000000.0,4401,Sitting Rajya Sabha,135225,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",26-Aug-2024,True,992525,
